mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
116534,Shimotsuki-sensei no Amakunai Renai Kouza,,霜月先生の甘くない恋愛講座,Manga,8.0,2.0,Finished,False,2018-06-13,2019-01-12,6.63,531.0,16077.0,14236,1406,3,Ayuko,Bessatsu Margaret,Romance,School,Shoujo,"Airi Kurihara is part of the student council. She's an excellent student and has very good grades, but she's very bad when it comes to love. Behind her facade, there's a controlling girl who doesn't know how to become ""cute"" until a new neighbor enters in her life as her private tutor. Will he teach her to increase marks in love?

(Source: Lemonade Scans, translated)",https://myanimelist.net/images/manga/1/224539.jpg
114653,Mote Papa to Dakaretai Junjou Koushi,,モテパパと抱かれたい純情講師,Manga,6.0,1.0,Finished,False,2017-06-30,2017-12-29,7.03,632.0,,14239,1405,2,Kasui,B's-LOVEY recottia,Boys Love|Erotica,,,"Ever since realizing he is gay, 20-year-old university student Oda has wondered what it would be like to spend a passionate night together with another man. He finally decides to meet up with someone through a dating site and is blessed with a nearly perfect evening of anonymous sex. However, when Oda asks his partner if they can continue this relationship, he receives a negative response.

After facing this bitter rejection, Oda returns to his part-time tutoring job, but his thoughts are still filled with memories of his mysterious partner. When a student is left behind at the end of the day, Oda offers to walk the young boy home and is met with the most unlikely of surprises.

Oda's formerly anonymous sex partner turns out to be Kazushi Miyamoto, the single father of the student, Yuuto, who Oda has accompanied home. Awkwardness ensues from this reunion, but with Yuuto playing matchmaker, does this one-night stand have the potential to grow into something more?

[Written by MAL Rewrit",https://myanimelist.net/images/manga/2/220874.jpg
1941,Shin Kidou Senki Gundam Wing: Ground Zero,Mobile Suit Gundam Wing: Ground Zero,新機動戦記ガンダムＷ グランド・ゼロ,Manga,4.0,1.0,Finished,False,1998-01-01,,6.95,685.0,10497.0,14240,1405,8,"Yatate, Hajime|Tomino, Yoshiyuki|Fuyunagi, Reku",Asuka,Sci-Fi,Mecha,Shoujo,"Just when he thought life was returning to normal, Heero Yuy receives a cryptic message from a person claiming to have stolen the Wing Zero and requesting a rendezvous at a remote space station. There he finds the station deserted except for his fellow Gundam pilots all of whom have received similar messages. But only a handful of people are capable of piloting the Wing Zero... As tension and distrust grows, Heero is pitted against his comrades with mind control, assassination, and a loaded gun thrown into the standoff.",https://myanimelist.net/images/manga/1/126997.jpg
18555,Clover no Kuni no Alice: Nightmare,Alice in the Country of Clover: Nightmare,クローバーの国のアリス ～ナイトメア～,Manga,7.0,1.0,Finished,False,2010-02-25,,6.77,341.0,13666.0,14243,1405,3,Job|QuinRose,,Fantasy|Romance,,,"In the waking world, he's sickly and scared to speak in front of crowds. In a world filled with dangerous criminals and killers, he can't swing a sword or shoot a gun. But in dreams, Nightmare Gottschalk is smooth, mysterious, and powerful. And he will do anything it takes to win Alice's heart before someone else can come and steal her away. Romance takes on an intriguing new form in this sweet but dangerous love story between Alice the Outsider and this strange, contradictory Nightmare. Also in this volume: bonus side stories for Alice, and a visit to the Crimson Empire!

(Source: Seven Seas Entertainment)",https://myanimelist.net/images/manga/1/252250.jpg
19869,Emperor Limited,,皇帝限定〈エンペラーリミテッド〉,Manga,5.0,1.0,Finished,False,2009-11-20,2009-12-18,6.98,721.0,10120.0,14244,1405,1,"Yagami, Rina",Sho-Comi,Romance,,Shoujo,"Mio and Ao are twins and they resemble each other in almost everything, beside the fact that Mio is a girl and Ao is a boy.
They get along quite well and they always support each other, so when Ao tells Mio that he wants to become a member of LUNA, a group of young models, she is very excited. But unfortunately Ao can't attend the casting so Mio cuts her hair and decides to impersonate her brother for the casting. Though at the casting they immediately realizes that ""Ao"" is actually a girl, they decide to let her...

Included one-shots: Ijiwaru na Hitomi ni Kiss wo Shite, xxx: My Little Honey",https://myanimelist.net/images/manga/3/170872.jpg
20816,Hito wa Sore wo Koi to Yobu,,人はそれを恋とよぶ,Manga,7.0,1.0,Finished,False,2009-09-24,,6.77,394.0,13745.0,14244,1405,1,"Akiba, Touko",RuTile,Boys Love,School,,"The cute outer appearance is a disaster for Tominaga Jun. The instant he enrolled to an all-boys school, he got love confessions from his classmates and seniors!! Dislikes being judged by mere appearance, he refused all of the guys... sometimes he even had to use his fist to make them go away. Trying to be as tough as a man can be, he found himself attracted to the president of the student council body, Sakuma. Despite of his plain look, Sakuma is actually a reliable man. What will happen to Jun, who hold feelings of admiration and love for him!? 

(Source: Shinmakoku Scanlations)",https://myanimelist.net/images/manga/3/33253.jpg
4354,W-Pinch!!,,Wピンチ!!,Manga,17.0,4.0,Finished,False,2000-01-01,,7.25,654.0,5980.0,14245,1405,4,"Azuki, Ryou",,Comedy|Romance,,Shoujo,"Timid and shy Kawai Arisa is a normal 14 year old High School girl, except that she is the target of bullies as her family tend to move around a lot due to her parents work. The fact that the Prince of her class, Inogami Yuuki, is the only person who's nice to her, makes another reason for them to pick on her. One day new transfer student Yashiro Akira accuses Arisa of bullying him when she lived in his hometown, but the thing is Arisa has no memory of her life before she fell down the stairs five years ago! Could the timid Arisa really be the tyrant ARISA of the past? Is there such a thing as split personality? What other ""memories"" will come to trouble her.",https://myanimelist.net/images/manga/3/64629.jpg
21282,Deadlock,,DEADLOCK,Light Novel,,3.0,Finished,False,2006-09-27,2007-06-27,7.77,310.0,,14245,1405,11,"Aida, Saki|Takashina, Yuu",Chara,Action|Boys Love|Drama|Mystery|Erotica,,,"Yuuto Lenix, a former DEA investigator was arrested by a false accusation of killing his own partner. The FBI agents gave him a special deal, to look for a particular criminal hiding in the same prison. By the time he was detained in the Schelger Prison, he got to meet his cellmate, Dick Burnford, who didn't show signs of being kind and welcoming upon his arrival. Will he ever be in good terms with his inmates, especially to Dick?

(Source: Tokuma Shoten, translated)",https://myanimelist.net/images/manga/3/246734.jpg
141298,Onna Kishi Goblin,Female Knight Goblin,女騎士ゴブリン,Manga,13.0,2.0,Finished,False,2020-12-26,2021-12-25,5.49,398.0,22429.0,14245,1405,1,Shindou|Ondy,Comic REX,Comedy|Fantasy|Ecchi,,Shounen,,https://myanimelist.net/images/manga/3/251455.jpg
151603,Helena: Master of the Guardian Stone,Helena: Master of the Guardian Stone,이번 생은 내가 주인입니다,Manhwa,102.0,,Finished,False,2022-04-17,2024-01-16,6.67,322.0,15464.0,14246,1405,0,Momo|Rascca,KakaoPage,Fantasy|Romance,Time Travel,,"The guardian stone of the family appeared to me. To me, the illegitimate child, not my half-sister who is my enemy. Since then, my treatment changed. It really felt like I was part of the family. However, as I died, I realized that it was all an illusion at the hands of my fiancé. That everything he did for me was a scheme by my half-sister to take the guardian stone.

""Don't you want to take revenge on those who thoroughly deceived and killed you?""

I decided to accept the devilishly sweet offer. This time, I will definitely get the guardian stone and become the head of the household. I will give you back as much or more than what I suffered. Until then, I will believe no one. But...

""From now on, no matter what happens, you must never stop and run.""

The image of him trying to save me, his eyes running in despair, couldn't be erased from my mind. The fiancé I loved was looking at me as I died, but why were you running to me with those eyes. You, who I thought was my sister's person.",https://myanimelist.net/images/manga/1/268474.jpg
25627,Hokenshitsu no Target,,保健室のターゲット,Manga,6.0,1.0,Finished,False,2009-10-09,2010-10-09,7.28,774.0,,14246,1405,0,"Marita, Yuzu",Comic Magazine LYNX,Boys Love|Erotica,,,"High school student Toudou, a handsome, womanizer who always gets the girl he aims for, ended up making a bet with his bad-boy friends about getting Miura, the school nurse, who’s a good-looking man who might be gay. Toudou will make up any excuse to shorten the distance between him and the one in the school infirmary. When Toudou finally tried to lay a seductive kiss, Miura’s usually quiet and gentle expression changed completely, and the nurse changed the kiss to a bold and deep one!?

(Source: MU)",https://myanimelist.net/images/manga/2/41239.jpg
118160,Kaien no Bell de Oyasumi,"Curtain's Up, I'm Off",開演のベルでおやすみ,Manga,31.0,3.0,Finished,False,2018-09-19,2019-12-11,6.92,543.0,10990.0,14247,1404,14,"Imakoshi, Akitaka",Shounen Jump+,Drama,Performing Arts|School,Shounen,"Subaru Yoshii is an anxious and socially awkward boy. Upon transferring to a new school, he meets a fellow freshman, a boy known as ""Prince""! Subaru doesn't know it yet, but a new world is waiting for him behind the stage curtain in this thrilling high school theater story!

(Source: MANGA Plus)",https://myanimelist.net/images/manga/3/217673.jpg
2631,Maniac ni Aishite♥,,マニアックに愛して♥,Manga,15.0,3.0,Finished,False,2006-01-01,2010-01-01,7.05,705.0,,14248,1404,6,"Higashino, Yuu",Magazine Be x Boy,Boys Love|Comedy|Erotica,,,"Volume 1: Maniac ni Aishite
1-4. Maniac ni Aishite
5. Erotic ni Ijimete!
6. Erotic ni Oborero! (Novel)

Volume 2: Chou Maniac ni Aishite

Volume 3: Geki Maniac ni Aishite",https://myanimelist.net/images/manga/2/45292.jpg
22208,Futago no Kishi,The Twin Knights,双子の騎士,Manga,16.0,1.0,Finished,False,1958-01-01,1958-06-01,6.87,586.0,11871.0,14250,1404,3,"Tezuka, Osamu",Nakayoshi,Adventure|Fantasy,Crossdressing,Shoujo,"This is a follow-up on the Princess Knight (Shojo Club version) work. In Twin Knight, the twin brother and sister, children of Sapphire, are the main characters.

After becoming the princess of Silver Land, Sapphire marries a man named Frantz of a neighboring country, and gives birth to the twins Prince Daisy and Princess Violetta. But because of the wicked designs of the Duchess Daria, Prince Daisy is abandoned in the forest.

Meanwhile, in the castle, Princess Violetta decides to play two parts: being herself and disguising herself as the Prince every other day to conceal the fact that he has disappeared. But her secret is discovered by Duke Daria, and the King, Queen Sapphire and Princess Violetta are confined in the northern tower.

Princess Violetta disguises herself as a boy and escapes with the help of a swan from the northern tower to look for her brother, Prince Daisy.

(Source: tezukaosamu.net)",https://myanimelist.net/images/manga/3/271182.jpg
9203,Eien no Aida ni Miru Yume,,永遠の間に見る夢,One-shot,1.0,,Finished,False,2007-01-01,,6.57,796.0,,14250,1404,2,"Murakami, Yui",Magazine Be x Boy,Boys Love|Fantasy|Romance|Erotica,,,"A fallen angel finds himself infatuated with a human, and despite knowing the consequences, he decides to indulge himself... if only for a little while.

(Source: Eternal Dream)",https://myanimelist.net/images/manga/2/12562.jpg
1570,Zan,,斬,Manga,18.0,2.0,Finished,False,2006-07-24,2006-11-27,6.54,653.0,17482.0,14250,1404,3,"Sugita, Naoya",Shounen Jump (Weekly),Action|Adventure|Comedy,,Shounen,"A samurai manga about a boy named Zan. Zan's father was a legendary swordsman who used a sword which had no blade (think Sakabatou from Ruroken). Zan's father died one day, and ever since, Zan has wanted to follow in his fathers footsteps.

The manga starts off with Zan being transfered to a new high school in his second year. When pushed, Zan somehow becomes super strong and has incredible sword technique that allows him to beat his enemies.

(Source: MangaHelpers)",https://myanimelist.net/images/manga/3/143329.jpg
81705,Tokyo ESP x Ga-Rei: Shadow Walker,,東京ESP×喰霊 -SHADOW WALKER-,Manga,5.0,1.0,Finished,False,2014-03-28,2014-07-28,6.83,406.0,12629.0,14251,1404,3,"Segawa, Hajime",ComicWalker,Action|Comedy|Sci-Fi|Supernatural,Mythology|Super Power,,,https://myanimelist.net/images/manga/3/141457.jpg
167859,Dameo no Shiina-senpai to Yabao no Sasaki-kun,,ダメ男の椎名先輩とヤバ男の佐々木くん,Manga,,,Publishing,True,2023-10-16,,7.15,374.0,7524.0,14252,1405,21,"Izaki, Nekoo",Da Vinci Web,Boys Love|Comedy,Delinquents|School,,,https://myanimelist.net/images/manga/3/298259.jpg
164555,Chiba Kyoukan wa Nabikanai,My Instructor Won't Yield,千葉教官はなびかない,Manga,5.0,1.0,Finished,False,2023-06-05,2024-02-05,7.37,605.0,4621.0,14253,1404,9,"Kingyobachi, Deme",Honey Milk,Boys Love,Adult Cast,,"Chiba's kind manner, clear guidance, and pretty face make him easily the favorite driving instructor of every female student at the school where he works. But, while he'll play up his charms to get good reviews, Chiba is diligent about politely but firmly rejecting all romantic advances. Yet his well-crafted persona will be put to the test when he's matched up with the mysterious Yaotome, a new student gaining a reputation of his own as the ""Sharp-Suited Prince,"" because he comes to every driving lesson way overdressed. Despite his cool looks and demeanor, Yaotome can hardly compose himself when Chiba begins their lesson. An after-hours encounter reveals that Yaotome is actually a manga artist...and that's not his only secret!

(Source: Kodansha USA)",https://myanimelist.net/images/manga/2/298933.jpg
112232,Umeya-kun no Haru,,梅谷くんの春,Manga,6.0,1.0,Finished,False,2016-01-30,2016-10-31,7.29,743.0,,14255,1403,1,"Ikuta, Mugi",drap,Boys Love|Slice of Life|Erotica,,,"In the eyes of his friends, Shou Umeya has been acting strange lately—as soon as classes end for the day, he rushes home. They assume there is a girl who is taking up all his time, but Shou has a different interest: hanging out with the adorably awkward Yoshiharu ""Sakura"" Sakuragaoka.

The fateful encounter that brought them together is when Sakura came looking for a black cat that found its way to Umeya. Apologetic and desperate, Sakura begs Umeya not to tell their landlord he is housing a pet. Ever since then, Umeya has protected Sakura's secret on the condition that he is free to visit and play with his cat at any time. However, the cat soon becomes nothing but an excuse, and the only one Umeya wishes to see is his self-conscious yet endearing new neighbor.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/222041.jpg
132091,Futei with...,,不貞 with …,Manga,7.0,1.0,Finished,False,2018-10-05,2020-09-12,7.08,456.0,,14258,1403,20,"Etsuzan, Jakusui",Comic Anthurium,Hentai,,,"1. One Room Bloom
2. Natsu no Gohoubi
3. Onozomi no Ketsumatsu
4. Mystery Box: Himitsu no Hako
5. Saezuri
6. Kienai Ayamachi
7. Hitozuma Nanpa NTR Onsen: Ryokousaki de Naka Yoku Tanetsuke Saremashita",https://myanimelist.net/images/manga/3/239100.jpg
155844,Diamond no Kouzai,The Days of Diamond,ダイヤモンドの功罪,Manga,,,Publishing,True,2023-02-09,,6.95,303.0,10636.0,14259,1403,13,"Hirai, Oohashi",Young Jump,Sports,Team Sports,Seinen,"""I was meant to play baseball!"" Jirou Ayasegawa has a natural gift for sports, but life can be lonely at the top. He's crushed other players' dreams. Some have even given up their sport altogether because of him. Eventually, he encounters ""The Bambies,"" a low-level, local kids' baseball team that plays purely for fun. Jiro signs up, thinking that he's finally found an easy-going team to enjoy baseball with, until things take a sudden turn...

(Source: MANGA Plus)",https://myanimelist.net/images/manga/1/283535.jpg
110600,Mimibukuro-san no Chiebukuro,,耳袋さんの知恵袋,Manga,9.0,1.0,Finished,False,2014-11-18,2015-09-15,6.36,557.0,,14259,1402,4,Mepuchin☆,Young Champion Retsu,Comedy|Romance|Erotica,,Seinen,"Mimibukuro-san is self-conscious of herself and can't really talk to anyone. It's up to Makoto-kun to help her out and make friends. However, that's not the end of it. There is someone trying to disrupt the two. Will they succeed, or will they join in?

(Source: MU)",https://myanimelist.net/images/manga/3/203262.jpg
190848,I Became the First Prince: Legend of Sword's Song,,망나니 1왕자가 되었다,Manhwa,,,Publishing,True,2026-01-31,,7.14,339.0,7587.0,14261,1403,2,Glump|Gusha|Chyaa,KakaoPage,Action|Fantasy,Reincarnation,,"Reborn as a sword, I lived for several hundred years, spending my entire existence looking after everyone. Then, out of nowhere, I took over the body of a fifteen-year-old uncouth first prince.

""Do you have any idea how many I've raised?""

The great knight once called the Undefeated, the Dragon Slayer who brought down the Mad Dragon, the Mercenary King, and more... I raised every single one of them. The Magic Sword Gruhorn possessed the body of the uncouth first prince... And has begun to write a new legend.

(Source: Kakao Entertainment, translated)",https://myanimelist.net/images/manga/3/341000.jpg
162797,Usotsuki Hanayome to Dousei Kekkon-ron,The Lying Bride and the Same-Sex Marriage Debate,嘘つき花嫁と同性結婚論,Manga,10.0,2.0,Finished,False,2023-09-15,2024-08-17,6.73,435.0,14453.0,14261,1403,0,"Kodama, Naoko",Comic Yuri Hime,Girls Love,Adult Cast,,"Rei Shigisawa knows she's out of step with society. While everyone around her is getting married and having babies, as a gay woman, Rei feels like those things will never happen for her. Instead of looking for romance, she's thrown herself into her work and is content with that. That is, until she happens to run into Saya Gotou, a former colleague. Saya is petite, cute, and has always been popular with men. So it's no surprise that Rei used to have a crush on her, but she squashed those feelings when Saya got married. Now, however, Saya comes to Rei begging for help, saying she's had a fight with her husband and has nowhere else to go. Rei quickly agrees to help her out, and soon her crush is back with a vengeance! Rei knows it's a bad idea to fall for a married woman, but can she possibly resist Saya's charms?!

(Source: Seven Seas Entertainment)",https://myanimelist.net/images/manga/2/300599.jpg
122977,Tsuki to Suppin,Night and Day,月とすっぴん,Manga,28.0,2.0,Discontinued,False,2019-06-13,2020-01-02,7.08,364.0,8566.0,14261,1402,6,"Akegata, Yuu",Manga Jam,Girls Love|Slice of Life,,,"When they're on their sugar-sweet dates, Akari's always dressed to the nines in the cutest, trendiest fashion... meanwhile, her dear Shiho always looks like she just rolled out of bed. Despite their differences, both of them are alike in exactly one thing—they want their girl friend to be the happiest woman in the world!

(Source: Fantasista Inc.)",https://myanimelist.net/images/manga/3/228595.jpg
20596,Toraneko Folklore,,とらねこフォークロア,Manga,34.0,6.0,Finished,False,2010-04-30,2013-01-30,7.07,452.0,8718.0,14261,1402,3,"Azuma, Mayumi",Comic Blade,Action|Fantasy|Supernatural,School,Shounen,"All through middle school, Touto was the tough kid that people either fought, feared, or avoided. Resolving that his high school life will be different, he studied hard and entered a prestigious high school. Despite his harsh demeanor and odd behavior, he manages to make two friends right off the bat, two hopeful students who are also trying to recreate themselves. Timid Miyakoe, who is interested in the occult, was always overlooked in middle school, and she wants her presence to matter in high school. Chubby Yuta wants to erase his school history of being constantly bullied.

Everything is going well until Miyakoe disappears while investigating a scary school myth. Going after her, Yuta and Touto encounter a dangerous cellphone monster! When all seems lost, Touto's cellphone-strap good-luck charm comes to life to give him the strength to defend his new friends. It seems that Touto's high school life is going to be much stranger than he could have ever imagined!

(Source: MangaHelpers",https://myanimelist.net/images/manga/2/174693.jpg
16082,Kikoenai Koe,Silent Voice,聞こえない声,Manga,6.0,1.0,Finished,False,2006-01-01,,7.05,700.0,,14261,1403,9,"Kyouyama, Atsuki",HertZ,Boys Love|Erotica,,,"In this prequel to Mienai Hoshi, Imai, who belongs the baseball club, has feelings for his clumsy kouhai, Hikita. Hikita, whose face falls into a continuous scowl when he's nervous... That kind of Hikita is cute, nothing else to it.

""When you're this cute, I'm the one who has to be careful...""

Even while touching in this helpful senpai's heart of hearts, he wants to touch Hikita's naked body...?!

(Source: Nakama)",https://myanimelist.net/images/manga/1/23453.jpg
